"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,1410,29,130,2,130,0
2020-04-14,1498,32,88,3,130,0
2020-04-15,1569,33,71,1,130,0
2020-04-16,1620,37,51,4,85,-45
2020-04-17,1695,37,75,0,83,-2
2020-04-18,1744,38,49,1,291,208
2020-04-19,1781,39,37,1,291,0
2020-04-20,1973,41,192,2,291,0
2020-04-21,1990,42,17,1,291,0
2020-04-22,2276,42,286,0,291,0
2020-04-23,2599,45,323,3,291,0
2020-04-24,2810,47,211,2,291,0
2020-04-25,2911,48,101,1,291,0
2020-04-26,3001,51,90,3,291,0
2020-04-27,3069,51,68,0,109,-182
2020-04-28,3127,57,58,6,0,0
2020-04-29,3193,57,66,0,389,0
2020-04-30,3281,61,88,4,402,13
2020-05-01,3337,64,56,3,414,12
2020-05-02,3372,72,35,8,414,0
2020-05-03,3437,76,65,4,427,13
2020-05-04,3491,80,54,4,438,11
2020-05-05,3525,83,34,3,453,15
2020-05-06,3611,87,86,4,453,0
2020-05-07,3703,87,92,0,462,9
2020-05-08,3747,88,44,1,466,4
2020-05-09,3747,88,0,0,471,5
2020-05-10,4012,91,265,3,471,0
2020-05-11,4043,94,31,3,480,9
2020-05-12,4164,95,121,1,485,5
2020-05-13,4236,97,72,2,497,12
2020-05-14,4366,98,130,1,509,12
2020-05-15,4463,98,97,0,520,11
2020-05-16,4578,98,115,0,520,0
2020-05-17,4759,98,181,0,520,0
2020-05-18,4813,100,54,2,530,10
2020-05-19,4923,102,110,2,535,5
2020-05-20,5003,107,80,5,535,0
2020-05-21,5458,110,455,3,535,0
2020-05-22,5612,113,154,3,584,49
2020-05-23,5775,115,163,2,590,6
2020-05-24,5922,116,147,1,598,8
2020-05-25,6029,117,107,1,605,7
2020-05-26,6180,119,151,2,617,12
2020-05-27,6277,120,97,1,627,10
2020-05-28,6538,125,261,5,640,13
2020-05-29,6777,132,239,7,667,27
2020-05-30,7013,133,236,1,702,35
2020-05-31,7253,133,240,0,711,9
2020-06-01,7443,133,190,0,711,0
2020-06-02,7818,136,375,3,718,7
2020-06-03,8067,142,249,6,731,13
2020-06-04,8425,151,358,9,757,26
2020-06-05,8651,152,226,1,792,35
2020-06-06,9101,154,450,2,838,46
2020-06-07,9426,154,325,0,844,6
2020-06-08,9740,155,314,1,844,0
2020-06-09,10080,161,340,6,865,21
2020-06-10,10368,165,288,4,901,36
2020-06-11,10816,171,448,6,925,24
2020-06-12,11547,176,731,5,961,36
2020-06-13,12095,177,548,1,979,18
2020-06-14,12501,179,406,2,998,19
2020-06-15,12917,182,416,3,1003,5
2020-06-16,13191,188,274,6,1026,23
2020-06-17,13606,197,415,9,1052,26
2020-06-18,13928,208,322,11,1074,22
2020-06-19,14631,214,703,6,1100,26
2020-06-20,15142,224,511,10,1100,0
2020-06-21,15561,225,419,1,1152,52
2020-06-22,16083,227,522,2,1164,12
2020-06-23,16678,237,595,10,1188,24
2020-06-24,17375,240,697,3,1214,26
2020-06-25,18062,240,687,0,1245,31
2020-06-26,18740,249,678,9,1300,55
2020-06-27,19310,259,570,10,1337,37
2020-06-28,19818,264,508,5,1373,36
2020-06-29,20257,265,439,1,1380,7
2020-06-30,20777,270,520,5,1413,33
2020-07-01,21197,277,420,7,1448,35
2020-07-02,22075,279,878,2,1477,29
2020-07-03,22622,281,547,2,1517,40
2020-07-04,23209,286,587,5,1536,19
2020-07-05,23814,287,605,1,1536,0
2020-07-06,24253,292,439,5,1575,39
2020-07-07,24512,301,259,9,1604,29
2020-07-08,25246,305,734,4,1655,51
2020-07-09,26052,309,806,4,1705,50
2020-07-10,26803,313,751,4,1743,38
2020-07-11,27864,319,1061,6,1780,37
2020-07-12,28367,321,503,2,1822,42
2020-07-13,28939,323,572,2,1836,14
2020-07-14,29812,331,873,8,1872,36
2020-07-15,30297,335,485,4,1948,76
2020-07-16,31114,341,817,6,1994,46
2020-07-17,31762,353,648,12,2070,76
2020-07-18,32533,357,771,4,2135,65
2020-07-19,33228,357,695,0,2177,42
2020-07-20,33927,363,699,6,2202,25
2020-07-21,34655,374,728,11,2257,55
2020-07-22,35246,380,591,6,2317,60
2020-07-23,36259,386,1013,6,2361,44
2020-07-24,37249,394,990,8,2361,0
2020-07-25,37981,399,732,5,2361,0
2020-07-26,38623,401,642,2,2542,181
2020-07-27,39447,408,824,7,2624,82
2020-07-28,40181,428,734,20,2686,62
2020-07-29,40968,434,787,6,2747,61
2020-07-30,41759,442,791,8,2747,0
2020-07-31,42511,453,752,11,2852,105
2020-08-01,43173,458,662,5,2852,0
2020-08-02,43810,464,637,6,2894,42
2020-08-03,44597,475,787,11,2966,72
2020-08-04,45381,490,784,15,3054,88
2020-08-05,46293,508,912,18,3118,64
2020-08-06,47028,515,735,7,3118,0
2020-08-07,48039,521,1011,6,3168,50
2020-08-08,48811,535,772,14,3223,55
2020-08-09,49383,544,572,9,3284,61
2020-08-10,50028,555,645,11,3336,52
2020-08-11,50411,566,383,11,3401,65
2020-08-12,51096,572,685,6,3472,71
2020-08-13,51766,582,670,10,3566,94
2020-08-14,52392,587,626,5,3566,0
2020-08-15,51992,600,-400,13,3562,-4
2020-08-16,52665,599,673,-1,3570,8
2020-08-17,53077,603,412,4,3621,51
2020-08-18,53487,619,410,16,3695,74
2020-08-19,54216,631,729,12,3743,48
2020-08-20,54765,641,549,10,3790,47
2020-08-21,55652,663,887,22,3856,66
2020-08-22,56199,674,547,11,3908,52
2020-08-23,56574,687,375,13,3920,12
2020-08-24,56894,696,320,9,3962,42
2020-08-25,57374,711,480,15,4013,51
2020-08-26,58023,732,649,21,4061,48
2020-08-27,58745,739,722,7,4104,43
2020-08-28,59583,756,838,17,0,0
2020-08-29,60378,772,795,16,0,0
2020-08-30,60856,784,478,12,0,0
2020-08-31,61224,797,368,13,0,0
2020-09-01,61497,814,273,17,0,0
2020-09-02,62112,841,615,27,0,0
2020-09-03,63081,861,969,20,0,0
2020-09-04,64175,873,1094,12,0,0
2020-09-05,64690,882,515,9,0,0
2020-09-06,65377,894,687,12,0,0
2020-09-07,65727,908,350,14,0,0
2020-09-08,66021,917,294,9,0,0
2020-09-09,66406,928,385,11,0,0
2020-09-10,66804,940,398,12,0,0
2020-09-11,67911,953,1107,13,0,0
2020-09-12,69710,969,1799,16,0,0
2020-09-13,70219,981,509,12,0,0
2020-09-14,70627,992,408,11,0,0
2020-09-15,71497,1150,870,158,0,0
2020-09-16,72219,1157,722,7,0,0
2020-09-17,73211,1166,992,9,0,0
2020-09-18,74082,1173,871,7,0,0
2020-09-19,75160,1181,1078,8,0,0
2020-09-20,75723,1181,563,0,0,0
2020-09-21,76364,1197,641,16,0,0
2020-09-22,76981,1209,617,12,0,0
2020-09-23,77963,1229,982,20,0,0
2020-09-24,79049,1246,1086,17,0,0
2020-09-25,79946,1266,897,20,0,0
2020-09-26,80755,1285,809,19,0,0
2020-09-27,81242,1308,487,23,0,0
2020-09-28,82049,1329,807,21,0,0
2020-09-29,82755,1350,706,21,0,0
2020-09-30,83697,1369,942,19,0,0
2020-10-01,84821,1384,1124,15,0,0
2020-10-02,85779,1391,958,7,0,0
2020-10-03,86525,1407,746,16,0,0
2020-10-04,87013,1425,488,18,0,0
2020-10-05,87430,1447,417,22,0,0
2020-10-06,88071,1469,641,22,0,0
2020-10-07,88880,1482,809,13,0,0
2020-10-08,90145,1503,1265,21,0,0
2020-10-09,91312,1530,1167,27,0,0
2020-10-10,92220,1552,908,22,0,0
2020-10-11,92833,1569,613,17,0,0
2020-10-12,93487,1586,654,17,0,0
2020-10-13,94167,1611,680,25,0,0
2020-10-14,95246,1634,1079,23,0,0
2020-10-15,96524,1645,1278,11,0,0
2020-10-16,97539,1665,1015,20,0,0
2020-10-17,98422,1684,883,19,0,0
2020-10-18,99066,1704,644,20,0,0
2020-10-19,99597,1714,531,10,0,0
2020-10-20,100441,1728,844,14,0,0
2020-10-21,101596,1751,1155,23,0,0
