"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,4568,128,216,8,988,0
2020-04-14,4815,151,247,23,1041,53
2020-04-15,4876,154,61,3,1024,-17
2020-04-16,5265,170,389,16,1043,19
2020-04-17,5469,186,204,16,1043,0
2020-04-18,5652,197,183,11,875,-168
2020-04-19,5808,199,156,2,875,0
2020-04-20,5953,210,145,11,873,-2
2020-04-21,6162,226,209,16,1001,128
2020-04-22,6376,241,214,15,1001,0
2020-04-23,6593,253,217,12,884,-117
2020-04-24,6867,271,274,18,877,-7
2020-04-25,7013,279,146,8,850,-27
2020-04-26,7193,281,180,2,679,-171
2020-04-27,7377,343,184,62,679,0
2020-04-28,7516,330,139,-13,0,0
2020-04-29,7761,339,245,9,0,0
2020-04-30,7953,351,192,12,0,0
2020-05-01,8284,361,331,10,0,0
2020-05-02,8527,377,243,16,0,0
2020-05-03,8696,383,169,6,0,0
2020-05-04,9018,389,322,6,0,0
2020-05-05,9204,412,186,23,0,0
2020-05-06,9409,431,205,19,0,0
2020-05-07,9622,453,213,22,0,0
2020-05-08,9764,487,142,34,0,0
2020-05-09,9939,497,175,10,0,0
2020-05-10,10078,505,139,8,0,0
2020-05-11,10174,518,96,13,0,0
2020-05-12,10297,534,123,16,0,0
2020-05-13,10436,556,139,22,0,0
2020-05-14,10627,571,191,15,0,0
2020-05-15,10821,586,194,15,0,0
2020-05-16,11000,599,179,13,0,0
2020-05-17,11133,605,133,6,0,0
2020-05-18,11264,616,131,11,0,0
2020-05-19,11414,636,150,20,0,0
2020-05-20,11562,645,148,9,0,0
2020-05-21,11728,673,166,28,0,0
2020-05-22,11878,682,150,9,0,0
2020-05-23,11994,687,116,5,0,0
2020-05-24,12155,691,161,4,0,0
2020-05-25,12456,694,301,3,0,0
2020-05-26,12565,700,109,6,0,0
2020-05-27,12813,696,248,-4,0,0
2020-05-28,12975,715,162,19,0,0
2020-05-29,13087,738,112,23,0,0
2020-05-30,13298,782,211,44,0,0
2020-05-31,13425,784,127,2,0,0
2020-06-01,13722,784,297,0,0,0
2020-06-02,14020,794,298,10,0,0
2020-06-03,14205,799,185,5,0,0
2020-06-04,14443,803,238,4,0,0
2020-06-05,14573,813,130,10,0,0
2020-06-06,14948,823,375,10,0,0
2020-06-07,15023,823,75,0,0,0
2020-06-08,15172,832,149,9,0,0
2020-06-09,15325,853,153,21,0,0
2020-06-10,15493,859,168,6,0,0
2020-06-11,15693,870,200,11,0,0
2020-06-12,15991,889,298,19,0,0
2020-06-13,16218,893,227,4,0,0
2020-06-14,16257,893,39,0,0,0
2020-06-15,16607,896,350,3,0,0
2020-06-16,16872,900,265,4,0,0
2020-06-17,17092,919,220,19,0,0
2020-06-18,17405,955,313,36,0,0
2020-06-19,17711,968,306,13,0,0
2020-06-20,18121,975,410,7,0,0
2020-06-21,18552,975,431,0,0,0
2020-06-22,18744,980,192,5,0,0
