"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,14328,337,548,31,1176,-162
2020-04-14,15088,363,760,26,1409,233
2020-04-15,16044,406,956,43,1538,129
2020-04-16,16985,440,941,34,1459,-79
2020-04-17,17925,479,940,39,1522,63
2020-04-18,18724,501,799,22,1321,-201
2020-04-19,19282,521,558,20,1471,150
2020-04-20,19847,542,565,21,1411,-60
2020-04-21,20785,574,938,32,1419,8
2020-04-22,21577,596,792,22,1678,259
2020-04-23,22797,645,1220,49,1649,-29
2020-04-24,23772,663,975,18,1674,25
2020-04-25,24287,678,515,15,1597,-77
2020-04-26,25051,699,764,21,1542,-55
2020-04-27,25565,717,514,18,1563,21
2020-04-28,26506,764,941,47,0,0
2020-04-29,27542,803,1036,39,0,0
2020-04-30,28890,847,1348,44,0,0
2020-05-01,29970,882,1080,35,0,0
2020-05-02,31126,917,1156,35,0,0
2020-05-03,32123,940,997,23,0,0
2020-05-04,32889,965,766,25,0,0
2020-05-05,34137,984,1248,19,0,0
2020-05-06,35225,1013,1088,29,0,0
2020-05-07,36244,1046,1019,33,0,0
2020-05-08,37530,1081,1286,35,0,0
2020-05-09,38983,1117,1453,36,0,0
2020-05-10,39807,1150,824,33,0,0
2020-05-11,40701,1179,894,29,0,0
2020-05-12,42030,1216,1329,37,0,0
2020-05-13,43456,1238,1426,22,0,0
2020-05-14,44701,1309,1245,71,0,0
2020-05-15,45891,1356,1190,47,0,0
2020-05-16,47650,1395,1759,39,0,0
2020-05-17,48630,1418,980,23,0,0
2020-05-18,49400,1430,770,12,0,0
2020-05-19,50740,1465,1340,35,0,0
2020-05-20,51985,1507,1245,42,0,0
2020-05-21,53279,1530,1294,23,0,0
2020-05-22,53817,1541,538,11,0,0
2020-05-23,54932,1554,1115,13,0,0
2020-05-24,55961,1598,1029,44,0,0
2020-05-25,56434,1609,473,11,0,0
2020-05-26,57468,1623,1034,14,0,0
2020-05-27,58838,1657,1370,34,0,0
2020-05-28,60625,1678,1787,21,0,0
2020-05-29,61254,1697,629,19,0,0
2020-05-30,63045,1736,1791,39,0,0
2020-05-31,64744,1753,1699,17,0,0
2020-06-01,65732,1765,988,12,0,0
2020-06-02,67569,1789,1837,24,0,0
2020-06-03,69122,1818,1553,29,0,0
2020-06-04,70802,1855,1680,37,0,0
2020-06-05,72610,1880,1808,25,0,0
2020-06-06,74652,1907,2042,27,0,0
2020-06-07,75697,1917,1045,10,0,0
2020-06-08,76689,1928,992,11,0,0
2020-06-09,78427,1947,1738,19,0,0
2020-06-10,80986,1978,2559,31,0,0
2020-06-11,82940,2008,1954,30,0,0
2020-06-12,85051,2038,2111,30,0,0
2020-06-13,87192,2057,2141,19,0,0
2020-06-14,88779,2074,1587,17,0,0
2020-06-15,90488,2097,1709,23,0,0
2020-06-16,93764,2148,3276,51,0,0
2020-06-17,98119,2186,4355,38,0,0
2020-06-18,101566,2218,3447,32,0,0
2020-06-19,105635,2250,4069,32,0,0
2020-06-20,110250,2280,4615,30,0,0
2020-06-21,113112,2294,2862,14,0,0
2020-06-22,118222,2317,5110,23,0,0
2020-06-23,123440,2343,5218,26,0,0
2020-06-24,129210,2383,5770,40,0,0
2020-06-25,134997,2430,5787,47,0,0
2020-06-26,140671,2469,5674,39,0,0
2020-06-27,146254,2510,5583,41,0,0
2020-06-28,151045,2534,4791,24,0,0
2020-06-29,157434,2564,6389,30,0,0
2020-06-30,163737,2593,6303,29,0,0
2020-07-01,172859,2649,9122,56,0,0
2020-07-02,180169,2694,7310,45,0,0
2020-07-03,186319,2748,6150,54,0,0
2020-07-04,192796,2784,6477,36,0,0
2020-07-05,196377,2817,3581,33,0,0
2020-07-06,206410,2872,10033,55,0,0
2020-07-07,216769,2973,10359,101,0,0
2020-07-08,226133,3066,9364,93,0,0
2020-07-09,237792,3200,11659,134,0,0
2020-07-10,247074,3263,9282,63,0,0
2020-07-11,255320,3342,8246,79,0,0
2020-07-12,263551,3432,8231,90,0,0
2020-07-13,270707,3505,7156,73,0,0
2020-07-14,281105,3591,10398,86,0,0
2020-07-15,292477,3745,11372,154,0,0
2020-07-16,306424,3915,13947,170,0,0
2020-07-17,318175,4064,11751,149,0,0
2020-07-18,327611,4193,9436,129,0,0
2020-07-19,335654,4277,8043,84,0,0
2020-07-20,344484,4389,8830,112,0,0
2020-07-21,352767,4505,8283,116,0,0
2020-07-22,364292,4738,11525,233,0,0
2020-07-23,373803,4934,9511,196,0,0
2020-07-24,381162,5116,7359,182,0,0
2020-07-25,390803,5291,9641,175,0,0
2020-07-26,394669,5416,3866,125,0,0
2020-07-27,401119,6112,6450,696,0,0
2020-07-28,409885,6325,8766,213,0,0
2020-07-29,420556,6583,10671,258,0,0
2020-07-30,429579,6839,9023,256,0,0
2020-07-31,440681,6979,11102,140,0,0
2020-08-01,446789,7267,6108,288,0,0
2020-08-02,449977,7284,3188,17,0,0
2020-08-03,459256,7448,9279,164,0,0
2020-08-04,470160,7688,10904,240,0,0
2020-08-05,480704,8069,10544,381,0,0
2020-08-06,488041,8929,7337,860,0,0
2020-08-07,495960,9205,7919,276,0,0
2020-08-08,502563,9414,6603,209,0,0
2020-08-09,507929,9523,5366,109,0,0
2020-08-10,513939,9615,6010,92,0,0
2020-08-11,522215,9593,8276,-22,0,0
2020-08-12,528743,9897,6528,304,0,0
2020-08-13,535743,10135,7000,238,0,0
2020-08-14,545700,10439,9957,304,0,0
2020-08-15,552814,10629,7114,190,0,0
2020-08-16,560484,10763,7670,134,0,0
2020-08-17,565979,10820,5495,57,0,0
2020-08-18,573798,11042,7819,222,0,0
2020-08-19,579406,11285,5608,243,0,0
2020-08-20,584628,11536,5222,251,0,0
2020-08-21,590409,11769,5781,233,0,0
2020-08-22,594188,11922,3779,153,0,0
2020-08-23,598910,12046,4722,124,0,0
2020-08-24,603381,12103,4471,57,0,0
2020-08-25,609534,12277,6153,174,0,0
2020-08-26,615772,12469,6238,192,0,0
2020-08-27,619814,12691,4042,222,0,0
2020-08-28,625053,12859,5239,168,0,0
2020-08-29,630092,12987,5039,128,0,0
2020-08-30,632865,13064,2773,77,0,0
2020-08-31,636201,13105,3336,41,0,0
2020-09-01,641231,13240,5030,135,0,0
2020-09-02,645406,13417,4175,177,0,0
2020-09-03,648964,13603,3558,186,0,0
2020-09-04,654952,13729,5988,126,0,0
2020-09-05,659411,13873,4459,144,0,0
2020-09-06,661911,13950,2500,77,0,0
2020-09-07,662778,13997,867,47,0,0
2020-09-08,666409,14099,3631,102,0,0
2020-09-09,671279,14229,4870,130,0,0
2020-09-10,673462,14245,2183,16,0,0
2020-09-11,679032,14522,5570,277,0,0
2020-09-12,681899,14629,2867,107,0,0
2020-09-13,686166,14709,4267,80,0,0
2020-09-14,690216,14753,4050,44,0,0
2020-09-15,697241,14895,7025,142,0,0
2020-09-16,701187,15033,3946,138,0,0
2020-09-17,705749,15121,4562,88,0,0
2020-09-18,709198,15232,3449,111,0,0
2020-09-19,712051,15323,2853,91,0,0
2020-09-20,717727,15366,5676,43,0,0
2020-09-21,739487,15417,21760,51,0,0
2020-09-22,746471,15521,6984,104,0,0
2020-09-23,747945,15644,1474,123,0,0
2020-09-24,752811,15782,4866,138,0,0
2020-09-25,756802,15884,3991,102,0,0
2020-09-26,760281,15987,3479,103,0,0
2020-09-27,765003,16029,4722,42,0,0
2020-09-28,767990,16092,2987,63,0,0
2020-09-29,774438,16179,6448,87,0,0
2020-09-30,778057,16288,3619,109,0,0
2020-10-01,781843,16402,3786,114,0,0
2020-10-02,787698,16501,5855,99,0,0
2020-10-03,793064,16571,5366,70,0,0
2020-10-04,795520,16601,2456,30,0,0
2020-10-05,799793,16717,4273,116,0,0
2020-10-06,806225,16808,6432,91,0,0
2020-10-07,811391,16928,5166,120,0,0
2020-10-08,815327,17034,3936,106,0,0
2020-10-09,819912,17130,4585,96,0,0
2020-10-10,824119,17208,4207,78,0,0
2020-10-11,826196,17239,2077,31,0,0
2020-10-12,828815,17271,2619,32,0,0
2020-10-13,834761,17360,5946,89,0,0
2020-10-14,840829,17464,6068,104,0,0
2020-10-15,845717,17558,4888,94,0,0
2020-10-16,851830,17653,6113,95,0,0
2020-10-17,856684,17723,4854,70,0,0
2020-10-18,862191,17753,5507,30,0,0
2020-10-19,865445,17777,3254,24,0,0
2020-10-20,870980,17851,5535,74,0,0
2020-10-21,877928,17944,6948,93,0,0
2020-10-22,880754,17961,2826,17,0,0
2020-10-23,887961,18077,7207,116,0,0
2020-10-24,897630,18214,9669,137,0,0
2020-10-25,901131,18261,3501,47,0,0
2020-10-26,907706,18299,6575,38,0,0
2020-10-27,914584,18383,6878,84,0,0
2020-10-28,921888,18489,7304,106,0,0
2020-10-29,928809,18606,6921,117,0,0
2020-10-30,934760,18714,5951,108,0,0
2020-10-31,942850,18788,8090,74,0,0
2020-11-01,975717,18840,32867,52,0,0
2020-11-02,982529,18882,6812,42,0,0
2020-11-03,992250,18987,9721,105,0,0
2020-11-04,1003342,19127,11092,140,0,0
2020-11-05,1014091,19255,10749,128,0,0
2020-11-06,1023763,19386,9672,131,0,0
2020-11-07,1031453,19489,7690,103,0,0
2020-11-08,1039049,19535,7596,46,0,0
2020-11-09,1046241,19589,7192,54,0,0
2020-11-10,1058874,19710,12633,121,0,0
2020-11-11,1072157,19849,13283,139,0,0
2020-11-12,1083440,20124,11283,275,0,0
2020-11-13,1096469,20153,13029,29,0,0
2020-11-14,1107456,20283,10987,130,0,0
2020-11-15,1115378,20373,7922,90,0,0
2020-11-16,1124116,20420,8738,47,0,0
