"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,1262,26,17,0,80,2
2020-04-14,1345,31,83,5,181,101
2020-04-15,1484,36,139,5,181,0
2020-04-16,1484,36,0,0,215,34
2020-04-17,1597,44,113,8,230,15
2020-04-18,1798,53,201,9,242,12
2020-04-19,1845,55,47,2,258,16
2020-04-20,1971,58,126,3,274,16
2020-04-21,1971,58,0,0,291,17
2020-04-22,2210,71,239,13,306,15
2020-04-23,2379,78,169,7,331,25
2020-04-24,2521,84,142,6,412,81
2020-04-25,2660,93,139,9,412,0
2020-04-26,2726,99,66,6,412,0
2020-04-27,2825,99,99,0,412,0
2020-04-28,2974,105,149,6,481,69
2020-04-29,3213,112,239,7,509,28
2020-04-30,3411,123,198,11,536,27
2020-05-01,3513,131,102,8,536,0
2020-05-02,3732,138,219,7,587,51
2020-05-03,3850,151,118,13,587,0
2020-05-04,4031,156,181,5,587,0
2020-05-05,4138,162,107,6,667,80
2020-05-06,4291,169,153,7,687,20
2020-05-07,4493,172,202,3,687,0
2020-05-08,4673,181,180,9,760,73
2020-05-09,4778,191,105,10,789,29
2020-05-10,4863,200,85,9,789,0
2020-05-11,5069,208,206,8,789,0
2020-05-12,5212,219,143,11,886,97
2020-05-13,5364,231,152,12,886,0
2020-05-14,5503,242,139,11,886,0
2020-05-15,5662,253,159,11,886,0
2020-05-16,5847,259,185,6,886,0
2020-05-17,5938,265,91,6,886,0
2020-05-18,6096,270,158,5,886,0
2020-05-19,6192,276,96,6,886,0
2020-05-20,6317,283,125,7,1139,253
2020-05-21,6472,294,155,11,1139,0
2020-05-22,6625,302,153,8,1139,0
2020-05-23,6625,302,0,0,1139,0
2020-05-24,6943,317,318,15,1139,0
2020-05-25,7026,320,83,3,1243,104
2020-05-26,7130,325,104,5,1264,21
2020-05-27,7252,329,122,4,1282,18
2020-05-28,7364,335,112,6,1282,0
2020-05-29,7493,344,129,9,1317,35
2020-05-30,7624,351,131,7,1317,0
2020-05-31,7689,356,65,5,1317,0
2020-06-01,7800,362,111,6,1317,0
2020-06-02,8024,367,224,5,1317,0
2020-06-03,8140,375,116,8,1416,99
2020-06-04,8353,383,213,8,1416,0
2020-06-05,8672,387,319,4,1416,0
2020-06-06,8800,392,128,5,1489,73
2020-06-07,8940,396,140,4,1489,0
2020-06-08,9062,400,122,4,1533,44
2020-06-09,9105,404,43,4,1558,25
2020-06-10,9250,410,145,6,1583,25
2020-06-11,9367,420,117,10,1583,0
2020-06-12,9526,420,159,0,1625,42
2020-06-13,9621,431,95,11,1625,0
2020-06-14,9723,435,102,4,1625,0
2020-06-15,9845,440,122,5,1625,0
2020-06-16,9933,447,88,7,1686,61
2020-06-17,10065,452,132,5,1698,12
2020-06-18,10153,456,88,4,1715,17
2020-06-19,10260,464,107,8,1726,11
2020-06-20,10430,466,170,2,1735,9
2020-06-21,10565,469,135,3,1746,11
2020-06-22,10694,469,129,0,1746,0
2020-06-23,10838,476,144,7,1754,8
2020-06-24,10990,480,152,4,1776,22
2020-06-25,11192,485,202,5,1793,17
2020-06-26,11408,489,216,4,1811,18
2020-06-27,11619,491,211,2,1828,17
2020-06-28,11809,492,190,1,1851,23
2020-06-29,11982,493,173,1,1865,14
2020-06-30,12147,497,165,4,1876,11
2020-07-01,12276,500,129,3,1902,26
2020-07-02,12520,503,244,3,1928,26
2020-07-03,12776,511,256,8,1945,17
2020-07-04,13063,513,287,2,1970,25
2020-07-05,13256,513,193,0,1988,18
2020-07-06,13507,515,251,2,2006,18
2020-07-07,13727,519,220,4,2033,27
2020-07-08,14017,527,290,8,2056,23
2020-07-09,14251,533,234,6,2101,45
2020-07-10,14549,539,298,6,2137,36
2020-07-11,14773,543,224,4,2161,24
2020-07-12,15028,545,255,2,2187,26
2020-07-13,15291,548,263,3,2204,17
2020-07-14,15514,551,223,3,2227,23
2020-07-15,15841,557,327,6,2261,34
2020-07-16,16138,562,297,5,2284,23
2020-07-17,16456,565,318,3,2312,28
2020-07-18,16736,569,280,4,2337,25
2020-07-19,16971,571,235,2,2364,27
2020-07-20,17215,578,244,7,2387,23
2020-07-21,17517,588,302,10,2399,12
2020-07-22,17828,591,311,3,2433,34
2020-07-23,18163,596,335,5,2470,37
2020-07-24,18475,601,312,5,2500,30
2020-07-25,18788,607,313,6,2525,25
2020-07-26,19042,614,254,7,2542,17
2020-07-27,19502,619,460,5,2560,18
2020-07-28,19791,626,289,7,2590,30
2020-07-29,20136,632,345,6,2614,24
2020-07-30,20388,635,252,3,2667,53
2020-07-31,20600,642,212,7,2667,0
2020-08-01,20796,651,196,9,2686,19
2020-08-02,21016,654,220,3,2703,17
2020-08-03,21130,655,114,1,2720,17
2020-08-04,21340,658,210,3,2730,10
2020-08-05,21566,667,226,9,2753,23
2020-08-06,21773,669,207,2,2781,28
2020-08-07,21965,675,192,6,2803,22
2020-08-08,22115,681,150,6,2819,16
2020-08-09,22315,685,200,4,2838,19
2020-08-10,22444,690,129,5,2851,13
2020-08-11,22643,693,199,3,2870,19
2020-08-12,22816,695,173,2,2897,27
2020-08-13,22987,697,171,2,2907,10
2020-08-14,23160,703,173,6,2928,21
2020-08-15,23302,711,142,8,2946,18
2020-08-16,23408,714,106,3,2957,11
2020-08-17,23500,718,92,4,2965,8
