"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-02-27,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0
2020-03-06,1,0,1,0,0,0,0
2020-03-07,1,0,0,0,0,0,0
2020-03-08,2,0,1,0,0,0,0
2020-03-09,2,0,0,0,0,0,0
2020-03-10,6,0,4,0,0,0,0
2020-03-11,10,0,4,0,0,0,0
2020-03-12,12,0,2,0,0,0,0
2020-03-13,12,0,0,0,0,0,0
2020-03-14,15,0,3,0,0,0,0
2020-03-15,19,0,4,0,0,0,0
2020-03-16,24,1,5,1,0,0,0
2020-03-17,30,2,6,1,0,0,0
2020-03-18,39,2,9,0,0,0,0
2020-03-19,56,2,17,0,0,0,0
2020-03-20,79,2,23,0,0,0,0
2020-03-21,126,4,47,2,1,1,0
2020-03-22,201,6,75,2,1,0,0
2020-03-23,259,7,58,1,1,0,0
2020-03-24,365,12,106,5,1,0,0
2020-03-25,477,14,112,2,1,0,0
2020-03-26,645,17,168,3,0,-1,0
2020-03-27,981,24,336,7,0,0,0
2020-03-28,1232,31,251,7,0,0,0
2020-03-29,1514,32,282,1,0,0,0
2020-03-30,1786,35,272,3,0,0,0
2020-03-31,2159,49,373,14,0,0,0
2020-04-01,2565,65,406,16,0,0,0
2020-04-02,3039,78,474,13,0,0,0
2020-04-03,3437,102,398,24,0,0,0
2020-04-04,3953,116,516,14,0,0,0
2020-04-05,4411,127,458,11,0,0,0
2020-04-06,4944,139,533,12,0,0,0
2020-04-07,5507,173,563,34,0,0,0
2020-04-08,5943,203,436,30,0,0,0
2020-04-09,6351,245,408,42,0,0,0
2020-04-10,6907,300,556,55,0,0,0
2020-04-11,7435,330,528,30,0,0,0
2020-04-12,7928,343,493,13,0,0,0
2020-04-13,8236,350,308,7,0,0,0
2020-04-14,8527,388,291,38,0,0,0
2020-04-15,8955,436,428,48,0,0,0
2020-04-16,9542,477,587,41,0,0,0
2020-04-17,10154,519,612,42,0,0,0
2020-04-18,10641,545,487,26,0,0,0
2020-04-19,11210,562,569,17,0,0,0
2020-04-20,11686,569,476,7,0,0,0
2020-04-21,12097,630,411,61,0,0,0
2020-04-22,12438,661,341,31,0,0,0
2020-04-23,13039,706,601,45,0,0,0
2020-04-24,13680,741,641,35,0,0,0
2020-04-25,14395,785,715,44,0,0,1515
2020-04-26,15012,813,617,28,0,0,1446
2020-04-27,15961,844,949,31,0,0,1493
2020-04-28,16588,901,627,57,0,0,1518
2020-04-29,17182,1065,594,164,0,0,1484
2020-04-30,17835,1114,653,49,0,0,1466
2020-05-01,18630,1175,795,61,0,0,1431
2020-05-02,19295,1229,665,54,0,0,1456
2020-05-03,19933,1246,638,17,0,0,1398
2020-05-04,20507,1264,574,18,0,0,1449
2020-05-05,21033,1326,526,62,0,0,1537
2020-05-06,21870,1377,837,51,0,0,1558
2020-05-07,22503,1414,633,37,0,0,1457
2020-05-08,23146,1447,643,33,4389,4389,1379
2020-05-09,23732,1490,586,43,4389,0,1361
2020-05-10,24126,1508,394,18,4389,0,1328
2020-05-11,24627,1540,501,32,4389,0,1346
2020-05-12,25127,1578,500,38,4389,0,1283
2020-05-13,25473,1619,346,41,4389,0,1336
2020-05-14,26053,1646,580,27,4389,0,1381
2020-05-15,26655,1691,602,45,4389,0,1294
2020-05-16,27280,1741,625,50,4389,0,1274
2020-05-17,27778,1751,498,10,4389,0,1246
2020-05-18,28255,1765,477,14,4389,0,1244
2020-05-19,28705,1824,450,59,4389,0,1268
2020-05-20,29274,1864,569,40,4389,0,1288
2020-05-21,29936,1913,662,49,4389,0,1166
2020-05-22,30409,1941,473,28,5285,896,1203
2020-05-23,30901,1943,492,2,5285,0,1138
2020-05-24,31376,1976,475,33,5285,0,1112
2020-05-25,31715,1976,339,0,5285,0,1102
2020-05-26,32078,2004,363,28,5285,0,1088
2020-05-27,32437,2030,359,26,5285,0,1122
2020-05-28,33068,2068,631,38,5285,0,1131
2020-05-29,33558,2110,490,42,5285,0,1149
2020-05-30,34211,2125,653,15,5285,0,1149
2020-05-31,34574,2134,363,9,5285,0,1050
2020-06-01,34830,2142,256,8,5860,575,1041
2020-06-02,35237,2197,407,55,5902,42,961
2020-06-03,35712,2207,475,10,5952,50,1017
2020-06-04,36096,2231,384,24,5999,47,979
2020-06-05,36578,2258,482,27,6053,54,924
2020-06-06,36997,2292,419,34,6091,38,926
2020-06-07,37397,2303,400,11,6136,45,913
2020-06-08,37623,2316,226,13,6179,43,902
2020-06-09,38033,2339,410,23,6225,46,853
2020-06-10,38337,2355,304,16,6261,36,894
2020-06-11,38748,2380,411,25,6314,53,887
2020-06-12,39146,2396,398,16,6349,35,906
2020-06-13,39543,2413,397,17,6349,0,871
2020-06-14,39909,2422,366,9,6419,70,869
2020-06-15,40430,2433,521,11,6451,32,882
2020-06-16,40786,2447,356,14,6481,30,860
2020-06-17,41013,2475,227,28,6526,45,789
2020-06-18,41438,2491,425,16,6589,63,754
2020-06-19,41746,2516,308,25,6731,142,773
2020-06-20,42061,2536,315,20,6755,24,768
2020-06-21,42423,2540,362,4,6788,33,744
2020-06-22,42633,2553,210,13,6819,31,756
2020-06-23,42871,2569,238,16,6853,34,736
2020-06-24,43140,2578,269,9,6883,30,701
2020-06-25,43655,2586,515,8,6912,29,723
2020-06-26,44140,2595,485,9,6944,32,692
2020-06-27,44575,2616,435,21,6982,38,595
2020-06-28,44930,2619,355,3,7003,21,617
2020-06-29,45228,2624,298,5,7024,21,626
2020-06-30,45594,2640,366,16,7065,41,695
2020-07-01,45952,2650,358,10,7095,30,668
2020-07-02,46387,2662,435,12,7139,44,644
2020-07-03,46915,2681,528,19,7175,36,633
2020-07-04,47432,2687,517,6,7216,41,632
2020-07-05,48008,2693,576,6,7254,38,632
2020-07-06,48331,2698,323,5,7285,31,613
2020-07-07,48626,2717,295,19,7333,48,655
2020-07-08,49063,2732,437,15,7365,32,667
2020-07-09,49575,2739,512,7,7386,21,686
2020-07-10,50300,2748,725,9,7458,72,667
2020-07-11,51079,2756,779,8,7458,0,714
2020-07-12,51612,2760,533,4,7527,69,702
2020-07-13,52037,2762,425,2,7574,47,764
2020-07-14,52685,2775,648,13,7633,59,767
2020-07-15,53370,2785,685,10,7686,53,881
2020-07-16,54080,2795,710,10,7747,61,827
2020-07-17,54813,2803,733,8,7814,67,815
2020-07-18,55654,2820,841,17,7861,47,798
2020-07-19,56571,2822,917,2,7895,34,786
2020-07-20,57206,2825,635,3,7941,46,805
2020-07-21,57916,2846,710,21,7941,0,803
2020-07-22,58673,2863,757,17,8020,79,869
2020-07-23,59602,2880,929,17,8066,46,869
2020-07-24,60598,2884,996,4,8128,62,850
2020-07-25,61520,2895,922,11,8180,52,824
2020-07-26,62372,2903,852,8,8401,221,834
2020-07-27,62907,2906,535,3,8444,43,835
2020-07-28,63678,2924,771,18,8505,61,907
2020-07-29,64299,2932,621,8,8587,82,837
2020-07-30,65253,2946,954,14,8667,80,831
2020-07-31,66154,2965,901,19,8727,60,865
2020-08-01,67122,2971,968,6,8781,54,977
2020-08-02,67857,2975,735,4,8848,67,873
2020-08-03,68433,2980,576,5,9004,156,904
2020-08-04,69255,2996,822,16,9148,144,980
2020-08-05,69975,3007,720,11,9148,0,923
2020-08-06,71015,3013,1040,6,9267,119,1009
2020-08-07,72254,3023,1239,10,9354,87,990
2020-08-08,73287,3036,1033,13,9354,0,960
2020-08-09,74328,3041,1041,5,9354,0,960
2020-08-10,74992,3044,664,3,9354,0,921
2020-08-11,75862,3069,870,25,9599,245,964
2020-08-12,76522,3086,660,17,9678,79,936
2020-08-13,77565,3105,1043,19,9678,0,991
2020-08-14,78632,3113,1067,8,9801,123,910
2020-08-15,79676,3128,1044,15,9872,71,922
2020-08-16,80415,3133,739,5,9935,63,944
2020-08-17,81006,3135,591,2,9973,38,900
2020-08-18,81847,3165,841,30,10037,64,849
2020-08-19,82336,3180,489,15,10090,53,842
2020-08-20,83277,3191,941,11,10145,55,921
2020-08-21,84317,3208,1040,17,10132,-13,860
2020-08-22,85317,3218,1000,10,10219,87,883
2020-08-23,85932,3220,615,2,10281,62,894
2020-08-24,87592,3225,1660,5,10343,62,912
2020-08-25,88421,3241,829,16,10417,74,987
2020-08-26,89359,3259,938,18,10605,188,948
2020-08-27,90504,3266,1145,7,10747,142,882
2020-08-28,91313,3277,809,11,10818,71,867
2020-08-29,92434,3285,1121,8,10839,21,880
2020-08-30,93313,3291,879,6,10843,4,883
2020-08-31,94196,3296,883,5,11043,200,881
2020-09-01,94891,3312,695,16,11094,51,848
2020-09-02,95750,3325,859,13,11143,49,887
2020-09-03,96854,3332,1104,7,11196,53,856
2020-09-04,97884,3350,1030,18,11265,69,865
2020-09-05,98961,3362,1077,12,11318,53,771
2020-09-06,99804,3364,843,2,11365,47,751
2020-09-07,100394,3368,590,4,11410,45,771
2020-09-08,100780,3380,386,12,11467,57,839
2020-09-09,101485,3397,705,17,11528,61,763
2020-09-10,102243,3410,758,13,11591,63,833
2020-09-11,103505,3420,1262,10,11651,60,809
2020-09-12,104561,3437,1056,17,11710,59,807
2020-09-13,105804,3438,1243,1,11749,39,731
2020-09-14,106540,3439,736,1,11796,47,844
2020-09-15,107229,3460,689,21,11858,62,809
2020-09-16,107809,3472,580,12,11918,60,788
2020-09-17,108646,3478,837,6,11982,64,778
2020-09-18,109683,3495,1037,17,12035,53,804
2020-09-19,110759,3503,1076,8,12091,56,762
2020-09-20,111505,3506,746,3,12143,52,754
2020-09-21,112027,3512,522,6,12184,41,766
2020-09-22,112626,3520,599,8,12265,81,759
2020-09-23,113337,3530,711,10,12312,47,815
2020-09-24,114236,3548,899,18,12388,76,840
2020-09-25,115407,3566,1171,18,12463,75,856
2020-09-26,116549,3577,1142,11,12521,58,910
2020-09-27,117450,3580,901,3,12596,75,910
2020-09-28,118322,3591,872,11,12654,58,957
2020-09-29,119066,3612,744,21,12758,104,942
2020-09-30,120019,3632,953,20,12814,56,975
2020-10-01,121176,3645,1157,13,12911,97,919
2020-10-02,122640,3656,1464,11,12983,72,963
2020-10-03,124059,3669,1419,13,13068,85,911
2020-10-04,125146,3674,1087,5,13148,80,950
2020-10-05,125976,3681,830,7,13239,91,1019
2020-10-06,126946,3711,970,30,13324,85,1138
2020-10-07,128227,3727,1281,16,13430,106,1081
2020-10-08,129677,3742,1450,15,13537,107,1110
2020-10-09,131493,3761,1816,19,13648,111,1187
2020-10-10,133411,3782,1918,21,13756,108,1180
2020-10-11,134981,3789,1570,7,13860,104,1232
2020-10-12,136555,3795,1574,6,13984,124,1238
2020-10-13,138104,3822,1549,27,14115,131,1288
2020-10-14,139269,3836,1165,14,14228,113,1357
2020-10-15,141212,3864,1943,28,14353,125,1355
2020-10-16,143495,3887,2283,23,14473,120,1311
2020-10-17,145977,3918,2482,31,14604,131,1358
2020-10-18,147582,3937,1605,19,14715,111,1387
2020-10-19,149166,3960,1584,23,14826,111,1373
2020-10-20,150664,4008,1498,48,14983,157,1425
2020-10-21,152396,4023,1732,15,15163,180,1484
2020-10-22,155246,4065,2850,42,15304,141,1515
2020-10-23,157713,4092,2467,27,15498,194,1548
2020-10-24,160454,4118,2741,26,15627,129,1685
2020-10-25,162607,4130,2153,12,15767,140,1666
2020-10-26,164581,4143,1974,13,15905,138,1634
2020-10-27,166564,4194,1983,51,16064,159,1687
2020-10-28,169112,4227,2548,33,16273,209,1679
2020-10-29,172730,4260,3618,33,16469,196,1733
2020-10-30,175893,4286,3163,26,16685,216,1662
2020-10-31,179358,4332,3465,46,16847,162,1740
2020-11-01,182108,4364,2750,32,17023,176,1732
2020-11-02,185185,4390,3077,26,17155,132,1759
2020-11-03,188066,4439,2881,49,17384,229,1867
2020-11-04,191764,4464,3698,25,17613,229,1897
2020-11-05,196176,4511,4412,47,17798,185,1948
2020-11-06,200823,4547,4647,36,18005,207,2001
2020-11-07,205722,4592,4899,45,18273,268,2036
2020-11-08,210374,4629,4652,37,18505,232,2070
2020-11-09,214509,4664,4135,35,18738,233,2174
2020-11-10,219338,4731,4829,67,19023,285,2336
2020-11-11,224374,4762,5036,31,19284,261,2544
2020-11-12,230965,4813,6591,51,19573,289,2569
2020-11-13,236565,4863,5600,50,20088,515,2548
2020-11-14,244887,4888,8322,25,20383,295,2634
2020-11-15,251597,4910,6710,22,20704,321,2628
