"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease","hospitalizedCurrently"
2020-03-04,1,0,0,0,0,0,0
2020-03-05,1,0,0,0,0,0,0
2020-03-06,2,0,1,0,0,0,0
2020-03-07,2,0,0,0,0,0,0
2020-03-08,2,0,0,0,0,0,0
2020-03-09,2,0,0,0,0,0,0
2020-03-10,7,0,5,0,0,0,0
2020-03-11,7,0,0,0,0,0,0
2020-03-12,12,0,5,0,0,0,0
2020-03-13,15,0,3,0,0,0,0
2020-03-14,23,0,8,0,0,0,0
2020-03-15,32,0,9,0,0,0,0
2020-03-16,33,0,1,0,0,0,0
2020-03-17,40,0,7,0,0,0,0
2020-03-18,63,0,23,0,0,0,0
2020-03-19,97,0,34,0,0,0,0
2020-03-20,137,0,40,0,0,0,0
2020-03-21,184,0,47,0,0,0,0
2020-03-22,255,0,71,0,0,0,0
2020-03-23,297,0,42,0,0,0,0
2020-03-24,398,0,101,0,0,0,0
2020-03-25,504,1,106,1,0,0,29
2020-03-26,636,2,132,1,0,0,29
2020-03-27,763,3,127,1,0,0,77
2020-03-28,935,4,172,1,0,0,87
2020-03-29,1040,4,105,0,0,0,91
2020-03-30,1307,6,267,2,0,0,137
2020-03-31,1498,8,191,2,0,0,157
2020-04-01,1584,10,86,2,0,0,204
2020-04-02,1857,16,273,6,0,0,184
2020-04-03,2093,19,236,3,0,0,184
2020-04-04,2402,24,309,5,0,0,271
2020-04-05,2585,31,183,7,0,0,261
2020-04-06,2870,33,285,2,0,0,270
2020-04-07,3221,46,351,13,0,0,354
2020-04-08,3426,53,205,7,0,0,386
2020-04-09,3651,65,225,12,0,0,398
2020-04-10,3908,74,257,9,0,0,423
2020-04-11,4312,80,404,6,0,0,362
2020-04-12,4520,81,208,1,0,0,331
2020-04-13,4816,86,296,5,0,0,313
2020-04-14,5024,108,208,22,0,0,418
2020-04-15,5123,117,99,9,0,0,431
2020-04-16,5465,131,342,14,0,0,452
2020-04-17,5859,152,394,21,0,0,429
2020-04-18,6140,164,281,12,0,0,388
2020-04-19,6493,172,353,8,0,0,465
2020-04-20,6764,179,271,7,0,0,373
2020-04-21,6951,213,187,34,0,0,427
2020-04-22,7220,242,269,29,0,0,434
2020-04-23,7608,253,388,11,0,0,486
2020-04-24,8052,269,444,16,0,0,477
2020-04-25,8623,289,571,20,0,0,456
2020-04-26,8830,299,207,10,0,0,451
2020-04-27,9142,306,312,7,0,0,473
2020-04-28,9568,342,426,36,0,0,463
2020-04-29,9948,354,380,12,0,0,551
2020-04-30,10509,378,561,24,0,0,546
2020-05-01,10923,399,414,21,0,0,547
2020-05-02,11509,420,586,21,0,0,502
2020-05-03,11664,422,155,2,0,0,475
2020-05-04,11848,430,184,8,0,0,498
2020-05-05,12256,452,408,22,0,0,534
2020-05-06,12758,477,502,25,0,0,516
2020-05-07,13397,507,639,30,0,0,525
2020-05-08,13868,527,471,20,0,0,515
2020-05-09,14360,544,492,17,0,0,513
2020-05-10,14764,547,404,3,0,0,442
2020-05-11,15045,550,281,3,0,0,464
2020-05-12,15346,577,301,27,0,0,475
2020-05-13,15816,597,470,20,0,0,521
2020-05-14,16507,615,691,18,0,0,507
2020-05-15,17129,641,622,26,0,0,492
2020-05-16,17982,652,853,11,0,0,481
2020-05-17,18512,659,530,7,0,0,493
2020-05-18,19023,661,511,2,0,0,511
2020-05-19,19700,691,677,30,0,0,585
2020-05-20,20122,702,422,11,0,0,554
2020-05-21,20860,716,738,14,0,0,578
2020-05-22,21618,728,758,12,0,0,568
2020-05-23,22725,737,1107,9,0,0,589
2020-05-24,23222,744,497,7,0,0,587
2020-05-25,23964,754,742,10,0,0,627
2020-05-26,24140,766,176,12,0,0,621
2020-05-27,24628,794,488,28,0,0,702
2020-05-28,25412,827,784,33,0,0,708
2020-05-29,26488,859,1076,32,0,0,680
2020-05-30,27673,877,1185,18,0,0,638
2020-05-31,28589,886,916,9,0,0,649
2020-06-01,29263,898,674,12,0,0,650
2020-06-02,29889,921,626,23,0,0,716
2020-06-03,30777,939,888,18,0,0,684
2020-06-04,31966,960,1189,21,0,0,659
2020-06-05,33255,966,1289,6,0,0,717
2020-06-06,34625,992,1370,26,0,0,708
2020-06-07,35546,996,921,4,0,0,696
2020-06-08,36484,1006,938,10,0,0,739
2020-06-09,37160,1029,676,23,0,0,774
2020-06-10,38171,1053,1011,24,0,0,780
2020-06-11,39481,1064,1310,11,0,0,812
2020-06-12,41249,1092,1768,28,0,0,760
2020-06-13,42676,1104,1427,12,0,0,823
2020-06-14,44119,1109,1443,5,0,0,798
2020-06-15,45102,1118,983,9,0,0,797
2020-06-16,45853,1154,751,36,0,0,829
2020-06-17,46855,1168,1002,14,0,0,846
2020-06-18,48188,1175,1333,7,0,0,857
2020-06-19,49840,1197,1652,22,0,0,871
2020-06-20,51389,1212,1549,15,0,0,883
2020-06-21,52801,1220,1412,8,0,0,845
2020-06-22,53605,1223,804,3,0,0,870
2020-06-23,54453,1251,848,28,0,0,915
2020-06-24,56174,1266,1721,15,0,0,906
2020-06-25,57183,1284,1009,18,0,0,891
2020-06-26,58818,1303,1635,19,0,0,892
2020-06-27,60537,1312,1719,9,0,0,888
2020-06-28,62142,1322,1605,10,0,0,890
2020-06-29,63484,1325,1342,3,0,0,843
2020-06-30,64670,1343,1186,18,0,0,908
2020-07-01,66513,1373,1843,30,0,0,901
2020-07-02,68142,1391,1629,18,0,0,912
2020-07-03,70241,1392,2099,1,0,0,951
2020-07-04,71654,1395,1413,3,0,0,945
2020-07-05,72983,1396,1329,1,0,0,949
2020-07-06,74529,1398,1546,2,0,0,982
2020-07-07,75875,1420,1346,22,0,0,989
2020-07-08,77310,1441,1435,21,0,0,994
2020-07-09,79349,1461,2039,20,0,0,1034
2020-07-10,81331,1479,1982,18,0,0,1046
2020-07-11,83793,1499,2462,20,0,0,1093
2020-07-12,85701,1503,1908,4,0,0,1070
2020-07-13,87528,1510,1827,7,0,0,1040
2020-07-14,89484,1552,1956,42,0,0,1109
2020-07-15,91266,1568,1782,16,0,0,1142
2020-07-16,93426,1588,2160,20,0,0,1134
2020-07-17,95477,1606,2051,18,0,0,1180
2020-07-18,97958,1629,2481,23,0,0,1154
2020-07-19,99778,1634,1820,5,0,0,1115
2020-07-20,101046,1642,1268,8,0,0,1086
2020-07-21,102861,1668,1815,26,0,0,1179
