"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,1390,62,46,6,309,11
2020-04-14,1441,69,51,7,327,18
2020-04-15,1504,71,63,2,342,15
2020-04-16,1615,80,111,9,359,17
2020-04-17,1730,82,115,2,375,16
2020-04-18,1821,85,91,3,383,8
2020-04-19,1905,93,84,8,390,7
2020-04-20,2048,102,143,9,405,15
2020-04-21,2164,109,116,7,419,14
2020-04-22,2331,112,167,3,432,13
2020-04-23,2721,113,390,1,442,10
2020-04-24,2959,118,238,5,457,15
2020-04-25,3135,120,176,2,474,17
2020-04-26,3277,121,142,1,485,11
2020-04-27,3473,126,196,5,496,11
2020-04-28,3652,127,179,1,504,8
2020-04-29,3839,134,187,7,515,11
2020-04-30,4413,134,574,0,523,8
2020-05-01,4634,140,221,6,534,11
2020-05-02,4885,142,251,2,541,7
2020-05-03,5156,144,271,2,547,6
2020-05-04,5383,156,227,12,553,6
2020-05-05,5648,161,265,5,566,13
2020-05-06,5993,164,345,3,571,5
2020-05-07,6332,165,339,1,587,16
2020-05-08,6667,168,335,3,608,21
2020-05-09,6829,174,162,6,635,27
2020-05-10,6951,174,122,0,657,22
2020-05-11,7159,180,208,6,660,3
2020-05-12,7240,184,81,4,660,0
2020-05-13,7518,188,278,4,704,44
2020-05-14,7705,189,187,1,704,0
2020-05-15,7886,193,181,4,724,20
2020-05-16,7939,195,53,2,724,0
2020-05-17,7953,195,14,0,724,0
2020-05-18,8303,198,350,3,740,16
2020-05-19,8353,199,50,1,740,0
2020-05-20,8507,202,154,3,760,20
2020-05-21,8625,204,118,2,760,0
2020-05-22,8909,205,284,1,787,27
2020-05-23,8946,205,37,0,787,0
2020-05-24,9004,205,58,0,787,0
2020-05-25,9125,207,121,2,800,13
2020-05-26,9199,210,74,3,800,0
2020-05-27,9291,213,92,3,822,22
2020-05-28,9371,214,80,1,822,0
2020-05-29,9662,215,291,1,842,20
2020-05-30,9690,215,28,0,842,0
2020-05-31,9700,215,10,0,842,0
2020-06-01,9920,217,220,2,842,0
2020-06-02,9965,222,45,5,862,20
2020-06-03,10092,226,127,4,890,28
2020-06-04,10167,227,75,1,890,0
2020-06-05,10306,232,139,5,917,27
2020-06-06,10361,233,55,1,917,0
2020-06-07,10406,233,45,0,917,0
2020-06-08,10544,236,138,3,936,19
2020-06-09,10609,237,65,1,936,0
2020-06-10,10750,240,141,3,954,18
2020-06-11,10823,243,73,3,954,0
2020-06-12,10973,243,150,0,973,19
2020-06-13,11020,245,47,2,973,0
2020-06-14,11101,245,81,0,973,0
2020-06-15,11319,246,218,1,988,15
