"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,14275,305,598,22,1176,-162
2020-04-14,15006,342,731,37,1409,233
2020-04-15,15907,375,901,33,1538,129
2020-04-16,16876,414,969,39,1459,-79
2020-04-17,17849,451,973,37,1522,63
2020-04-18,18704,476,855,25,1321,-201
2020-04-19,19260,490,556,14,1471,150
2020-04-20,19751,507,491,17,1411,-60
2020-04-21,20574,533,823,26,1419,8
2020-04-22,21321,556,747,23,1678,259
2020-04-23,22650,604,1329,48,1649,-29
2020-04-24,23642,624,992,20,1674,25
2020-04-25,24153,638,511,14,1597,-77
2020-04-26,24967,651,814,13,1542,-55
2020-04-27,25321,666,354,15,1563,21
2020-04-28,26357,719,1036,53,NA,NA
2020-04-29,27257,754,900,35,NA,NA
2020-04-30,28727,812,1470,58,NA,NA
2020-05-01,29692,840,965,28,NA,NA
2020-05-02,30917,863,1225,23,NA,NA
2020-05-03,31998,878,1081,15,NA,NA
2020-05-04,32783,901,785,23,NA,NA
2020-05-05,33912,925,1129,24,NA,NA
2020-05-06,34928,954,1016,29,NA,NA
2020-05-07,36036,985,1108,31,NA,NA
2020-05-08,37246,1025,1210,40,NA,NA
2020-05-09,38394,1066,1148,41,NA,NA
2020-05-10,39258,1094,864,28,NA,NA
2020-05-11,40555,1117,1297,23,NA,NA
2020-05-12,41432,1146,877,29,NA,NA
2020-05-13,43020,1172,1588,26,NA,NA
2020-05-14,44480,1235,1460,63,NA,NA
2020-05-15,45721,1280,1241,45,NA,NA
2020-05-16,47452,1318,1731,38,NA,NA
2020-05-17,48396,1343,944,25,NA,NA
2020-05-18,49177,1350,781,7,NA,NA
2020-05-19,50552,1388,1375,38,NA,NA
2020-05-20,51673,1426,1121,38,NA,NA
2020-05-21,53053,1460,1380,34,NA,NA
2020-05-22,53539,1470,486,10,NA,NA
2020-05-23,54776,1478,1237,8,NA,NA
2020-05-24,55861,1528,1085,50,NA,NA
2020-05-25,56409,1533,548,5,NA,NA
2020-05-26,57230,1546,821,13,NA,NA
2020-05-27,58542,1581,1312,35,NA,NA
2020-05-28,60395,1611,1853,30,NA,NA
2020-05-29,60901,1619,506,8,NA,NA
2020-05-30,62675,1652,1774,33,NA,NA
2020-05-31,64652,1675,1977,23,NA,NA
2020-06-01,65593,1683,941,8,NA,NA
2020-06-02,67310,1716,1717,33,NA,NA
2020-06-03,68877,1744,1567,28,NA,NA
2020-06-04,70555,1776,1678,32,NA,NA
2020-06-05,72548,1812,1993,36,NA,NA
2020-06-06,74470,1833,1922,21,NA,NA
2020-06-07,75408,1841,938,8,NA,NA
2020-06-08,76463,1848,1055,7,NA,NA
2020-06-09,78208,1867,1745,19,NA,NA
2020-06-10,80777,1905,2569,38,NA,NA
2020-06-11,82658,1930,1881,25,NA,NA
2020-06-12,84927,1956,2269,26,NA,NA
2020-06-13,86915,1971,1988,15,NA,NA
2020-06-14,88523,1984,1608,13,NA,NA
2020-06-15,90211,2001,1688,17,NA,NA
2020-06-16,93569,2049,3358,48,NA,NA
2020-06-17,97699,2089,4130,40,NA,NA
2020-06-18,101259,2129,3560,40,NA,NA
2020-06-19,105394,2158,4135,29,NA,NA
2020-06-20,109581,2183,4187,25,NA,NA
2020-06-21,112944,2191,3363,8,NA,NA
2020-06-22,117790,2207,4846,16,NA,NA
2020-06-23,122932,2236,5142,29,NA,NA
2020-06-24,128132,2270,5200,34,NA,NA
2020-06-25,134558,2317,6426,47,NA,NA
2020-06-26,140173,2354,5615,37,NA,NA
2020-06-27,145894,2388,5721,34,NA,NA
2020-06-28,150152,2402,4258,14,NA,NA
2020-06-29,156706,2416,6554,14,NA,NA
2020-06-30,163060,2455,6354,39,NA,NA
2020-07-01,172368,2503,9308,48,NA,NA
2020-07-02,179137,2542,6769,39,NA,NA
2020-07-03,185591,2592,6454,50,NA,NA
2020-07-04,192153,2607,6562,15,NA,NA
2020-07-05,194932,2628,2779,21,NA,NA
2020-07-06,205642,2677,10710,49,NA,NA
2020-07-07,216026,2778,10384,101,NA,NA
2020-07-08,224929,2875,8903,97,NA,NA
2020-07-09,236541,3006,11612,131,NA,NA
2020-07-10,244756,3062,8215,56,NA,NA
2020-07-11,254415,3138,9659,76,NA,NA
2020-07-12,262762,3216,8347,78,NA,NA
2020-07-13,269778,3276,7016,60,NA,NA
2020-07-14,279577,3362,9799,86,NA,NA
2020-07-15,289837,3498,10260,136,NA,NA
2020-07-16,305854,3657,16017,159,NA,NA
2020-07-17,317768,3820,11914,163,NA,NA
2020-07-18,327106,3939,9338,119,NA,NA
2020-07-19,335257,4012,8151,73,NA,NA
2020-07-20,343783,4106,8526,94,NA,NA
2020-07-21,351071,4199,7288,93,NA,NA
2020-07-22,363615,4439,12544,240,NA,NA
2020-07-23,373037,4622,9422,183,NA,NA
2020-07-24,380364,4790,7327,168,NA,NA
2020-07-25,390286,4990,9922,200,NA,NA
2020-07-26,394084,5076,3798,86,NA,NA
2020-07-27,400336,5713,6252,637,NA,NA
2020-07-28,408493,5913,8157,200,NA,NA
2020-07-29,418995,6193,10502,280,NA,NA
2020-07-30,428229,6442,9234,249,NA,NA
2020-07-31,438293,6576,10064,134,NA,NA
2020-08-01,444738,6865,6445,289,NA,NA
2020-08-02,448145,6878,3407,13,NA,NA
2020-08-03,456624,7016,8479,138,NA,NA
2020-08-04,466032,7271,9408,255,NA,NA
2020-08-05,476999,7706,10967,435,NA,NA
2020-08-06,483920,8569,6921,863,NA,NA
2020-08-07,491304,8847,7384,278,NA,NA
2020-08-08,497632,9058,6328,211,NA,NA
2020-08-09,503328,9157,5696,99,NA,NA
2020-08-10,509581,9230,6253,73,NA,NA
2020-08-11,517700,9222,8119,-8,NA,NA
2020-08-12,523977,9527,6277,305,NA,NA
2020-08-13,530857,9771,6880,244,NA,NA
2020-08-14,539673,10078,8816,307,NA,NA
2020-08-15,546552,10268,6879,190,NA,NA
2020-08-16,555394,10396,8842,128,NA,NA
2020-08-17,561110,10447,5716,51,NA,NA
2020-08-18,568812,10678,7702,231,NA,NA
2020-08-19,574633,10934,5821,256,NA,NA
2020-08-20,579892,11174,5259,240,NA,NA
2020-08-21,585632,11418,5740,244,NA,NA
2020-08-22,589349,11581,3717,163,NA,NA
2020-08-23,594173,11699,4824,118,NA,NA
2020-08-24,598450,11749,4277,50,NA,NA
2020-08-25,604328,11935,5878,186,NA,NA
2020-08-26,610648,12140,6320,205,NA,NA
2020-08-27,614549,12365,3901,225,NA,NA
2020-08-28,619354,12537,4805,172,NA,NA
2020-08-29,626751,12607,7397,70,NA,NA
2020-08-30,629570,12683,2819,76,NA,NA
2020-08-31,632739,12779,3169,96,NA,NA
2020-09-01,637721,12919,4982,140,NA,NA
2020-09-02,641855,13104,4134,185,NA,NA
2020-09-03,645422,13296,3567,192,NA,NA
2020-09-04,651350,13426,5928,130,NA,NA
2020-09-05,655815,13576,4465,150,NA,NA
2020-09-06,658202,13654,2387,78,NA,NA
2020-09-07,659041,13697,839,43,NA,NA
2020-09-08,662427,13792,3386,95,NA,NA
2020-09-09,667500,13923,5073,131,NA,NA
2020-09-10,669592,13930,2092,7,NA,NA
2020-09-11,675034,14227,5442,297,NA,NA
2020-09-12,677716,14332,2682,105,NA,NA
2020-09-13,681885,14405,4169,73,NA,NA
2020-09-14,685748,14451,3863,46,NA,NA
2020-09-15,692753,14593,7005,142,NA,NA
2020-09-16,696807,14738,4054,145,NA,NA
2020-09-17,701350,14826,4543,88,NA,NA
2020-09-18,704563,14951,3213,125,NA,NA
2020-09-19,707940,15051,3377,100,NA,NA
2020-09-20,713007,15088,5067,37,NA,NA
2020-09-21,734778,15127,21771,39,NA,NA
2020-09-22,741663,15229,6885,102,NA,NA
2020-09-23,742913,15372,1250,143,NA,NA
2020-09-24,747366,15510,4453,138,NA,NA
2020-09-25,751068,15610,3702,100,NA,NA
2020-09-26,754311,15707,3243,97,NA,NA
2020-09-27,758756,15745,4445,38,NA,NA
