"date","positive","death","positiveIncrease","deathIncrease"
2020-01-22,0,0,0,0
2020-01-23,0,0,0,0
2020-01-24,0,0,0,0
2020-01-25,0,0,0,0
2020-01-26,0,0,0,0
2020-01-27,0,0,0,0
2020-01-28,0,0,0,0
2020-01-29,0,0,0,0
2020-01-30,0,0,0,0
2020-01-31,0,0,0,0
2020-02-01,0,0,0,0
2020-02-02,0,0,0,0
2020-02-03,0,0,0,0
2020-02-04,0,0,0,0
2020-02-05,0,0,0,0
2020-02-06,0,0,0,0
2020-02-07,0,0,0,0
2020-02-08,0,0,0,0
2020-02-09,0,0,0,0
2020-02-10,0,0,0,0
2020-02-11,0,0,0,0
2020-02-12,0,0,0,0
2020-02-13,0,0,0,0
2020-02-14,0,0,0,0
2020-02-15,0,0,0,0
2020-02-16,0,0,0,0
2020-02-17,0,0,0,0
2020-02-18,0,0,0,0
2020-02-19,0,0,0,0
2020-02-20,0,0,0,0
2020-02-21,0,0,0,0
2020-02-22,0,0,0,0
2020-02-23,0,0,0,0
2020-02-24,0,0,0,0
2020-02-25,0,0,0,0
2020-02-26,0,0,0,0
2020-02-27,0,0,0,0
2020-02-28,0,0,0,0
2020-02-29,0,0,0,0
2020-03-01,0,0,0,0
2020-03-02,0,0,0,0
2020-03-03,0,0,0,0
2020-03-04,0,0,0,0
2020-03-05,0,0,0,0
2020-03-06,0,0,0,0
2020-03-07,0,0,0,0
2020-03-08,0,0,0,0
2020-03-09,0,0,0,0
2020-03-10,0,0,0,0
2020-03-11,1,0,1,0
2020-03-12,1,0,0,0
2020-03-13,4,0,3,0
2020-03-14,6,0,2,0
2020-03-15,6,0,0,0
2020-03-16,8,0,2,0
2020-03-17,16,0,8,0
2020-03-18,19,0,3,0
2020-03-19,30,0,11,0
2020-03-20,39,0,9,0
2020-03-21,45,0,6,0
2020-03-22,56,0,11,0
2020-03-23,68,0,12,0
2020-03-24,104,0,36,0
2020-03-25,119,0,15,0
2020-03-26,130,1,11,1
2020-03-27,163,1,33,0
2020-03-28,214,5,51,4
2020-03-29,232,6,18,1
2020-03-30,264,6,32,0
2020-03-31,319,7,55,1
2020-04-01,368,11,49,4
2020-04-02,393,12,25,1
2020-04-03,450,12,57,0
2020-04-04,593,12,143,0
2020-04-05,673,12,80,0
2020-04-06,783,15,110,3
2020-04-07,928,16,145,1
2020-04-08,1116,16,188,0
2020-04-09,1209,16,93,0
2020-04-10,1317,16,108,0
2020-04-11,1466,33,149,17
2020-04-12,1625,33,159,0
