"date","positive","death","positiveIncrease","deathIncrease"
2020-01-22,0,0,0,0
2020-01-23,0,0,0,0
2020-01-24,0,0,0,0
2020-01-25,0,0,0,0
2020-01-26,0,0,0,0
2020-01-27,0,0,0,0
2020-01-28,0,0,0,0
2020-01-29,0,0,0,0
2020-01-30,0,0,0,0
2020-01-31,0,0,0,0
2020-02-01,0,0,0,0
2020-02-02,0,0,0,0
2020-02-03,0,0,0,0
2020-02-04,0,0,0,0
2020-02-05,0,0,0,0
2020-02-06,0,0,0,0
2020-02-07,0,0,0,0
2020-02-08,0,0,0,0
2020-02-09,0,0,0,0
2020-02-10,0,0,0,0
2020-02-11,0,0,0,0
2020-02-12,0,0,0,0
2020-02-13,0,0,0,0
2020-02-14,0,0,0,0
2020-02-15,0,0,0,0
2020-02-16,0,0,0,0
2020-02-17,0,0,0,0
2020-02-18,0,0,0,0
2020-02-19,0,0,0,0
2020-02-20,0,0,0,0
2020-02-21,0,0,0,0
2020-02-22,0,0,0,0
2020-02-23,0,0,0,0
2020-02-24,0,0,0,0
2020-02-25,0,0,0,0
2020-02-26,0,0,0,0
2020-02-27,0,0,0,0
2020-02-28,0,0,0,0
2020-02-29,0,0,0,0
2020-03-01,0,0,0,0
2020-03-02,0,0,0,0
2020-03-03,0,0,0,0
2020-03-04,0,0,0,0
2020-03-05,0,0,0,0
2020-03-06,0,0,0,0
2020-03-07,0,0,0,0
2020-03-08,0,0,0,0
2020-03-09,0,0,0,0
2020-03-10,3,0,3,0
2020-03-11,4,0,1,0
2020-03-12,5,0,1,0
2020-03-13,12,0,7,0
2020-03-14,26,0,14,0
2020-03-15,30,0,4,0
2020-03-16,50,0,20,0
2020-03-17,67,0,17,0
2020-03-18,89,0,22,0
2020-03-19,119,0,30,0
2020-03-20,173,3,54,3
2020-03-21,247,3,74,0
2020-03-22,356,3,109,0
2020-03-23,443,6,87,3
2020-03-24,567,8,124,2
2020-03-25,704,11,137,3
2020-03-26,868,15,164,4
2020-03-27,1137,19,269,4
2020-03-28,1406,25,269,6
2020-03-29,1653,29,247,4
2020-03-30,1933,40,280,11
2020-03-31,2199,55,266,15
2020-04-01,2547,65,348,10
2020-04-02,2901,81,354,16
2020-04-03,3312,91,411,10
2020-04-04,3739,102,427,11
2020-04-05,4043,119,304,17
2020-04-06,4453,142,410,23
2020-04-07,4782,167,329,25
2020-04-08,5148,193,366,26
2020-04-09,5512,213,364,20
2020-04-10,5878,213,366,0
2020-04-11,6250,247,372,34
2020-04-12,6602,253,352,6
