"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","point",NA,137006
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.01,134684
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.025,135126
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.05,135491
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.1,135914
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.15,136224
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.2,136377
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.25,136490
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.3,136577
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.35,136660
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.4,136753
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.45,136859
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.5,137006
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.55,137109
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.6,137200
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.65,137278
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.7,137349
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.75,137432
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.8,137558
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.85,137826
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.9,138216
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.95,138734
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.975,139206
"2020-09-06","1 wk ahead cum case",2020-09-12,"01","quantile",0.99,139603
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","point",NA,141642
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.01,137873
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.025,138410
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.05,138985
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.1,139574
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.15,139865
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.2,140095
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.25,140297
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.3,140539
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.35,140813
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.4,141096
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.45,141385
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.5,141642
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.55,141797
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.6,141998
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.65,142217
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.7,142433
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.75,142823
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.8,143307
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.85,143912
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.9,144519
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.95,145606
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.975,146458
"2020-09-06","2 wk ahead cum case",2020-09-19,"01","quantile",0.99,147383
"2020-09-06","3 wk ahead cum case",2020-09-26,"01","point",NA,145645
"2020-09-06","3 wk ahead cum case",2020-09-26,"01","quantile",0.01,140853
"2020-09-06","3 wk ahead cum case",2020-09-26,"01","quantile",0.025,141249
"2020-09-06","3 wk ahead cum case",2020-09-26,"01","quantile",0.05,141781
"2020-09-06","3 wk ahead cum case",2020-09-26,"01","quantile",0.1,142257
"2020-09-06","3 wk ahead cum case",2020-09-26,"01","quantile",0.15,142654
