"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","point",NA,39364
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.01,37633
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.025,37934
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.05,38214
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.1,38589
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.15,38800
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.2,38943
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.25,39028
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.3,39106
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.35,39172
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.4,39243
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.45,39301
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.5,39364
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.55,39431
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.6,39502
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.65,39595
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.7,39708
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.75,39843
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.8,40045
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.85,40317
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.9,40618
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.95,41123
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.975,41428
"2020-06-28","1 wk ahead cum case",2020-07-04,"01","quantile",0.99,41767
"2020-06-28","2 wk ahead cum case",2020-07-11,"01","point",NA,43705
"2020-06-28","2 wk ahead cum case",2020-07-11,"01","quantile",0.01,40613
"2020-06-28","2 wk ahead cum case",2020-07-11,"01","quantile",0.025,41063
"2020-06-28","2 wk ahead cum case",2020-07-11,"01","quantile",0.05,41493
"2020-06-28","2 wk ahead cum case",2020-07-11,"01","quantile",0.1,42018
