"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,10635,582,26,20,527,-115
2020-04-14,10799,599,164,17,387,-140
2020-04-15,10942,609,143,10,645,258
2020-04-16,11057,630,115,21,595,-50
2020-04-17,11517,649,460,19,622,27
2020-04-18,11776,666,259,17,518,-104
2020-04-19,12255,690,479,24,586,68
2020-04-20,12114,709,-141,19,403,-183
2020-04-21,12392,725,278,16,503,100
2020-04-22,12596,734,204,9,543,40
2020-04-23,12753,747,157,13,544,1
2020-04-24,12977,762,224,15,455,-89
2020-04-25,13319,779,342,17,455,0
2020-04-26,13521,799,202,20,508,53
2020-04-27,13686,810,165,11,536,28
2020-04-28,13842,820,156,10,0,0
2020-04-29,14070,828,228,8,0,0
2020-04-30,14327,836,257,8,0,0
2020-05-01,14637,850,310,14,0,0
2020-05-02,15003,862,366,12,0,0
2020-05-03,15185,874,182,12,0,0
2020-05-04,15462,885,277,11,0,0
2020-05-05,15594,898,132,13,0,0
2020-05-06,15905,911,311,13,0,0
2020-05-07,16231,925,326,14,0,0
2020-05-08,16388,941,157,16,0,0
2020-05-09,16674,952,286,11,3450,0
2020-05-10,16891,968,217,16,0,0
2020-05-11,17122,974,231,6,0,0
2020-05-12,17330,990,208,16,0,0
2020-05-13,17512,996,182,6,0,0
2020-05-14,17773,1004,261,8,0,0
2020-05-15,17951,1016,178,12,0,0
2020-05-16,18288,1024,337,8,0,0
2020-05-17,18433,1035,145,11,0,0
2020-05-18,18611,1041,178,6,0,0
2020-05-19,18811,1048,200,7,0,0
2020-05-20,18971,1052,160,4,0,0
2020-05-21,19117,1061,146,9,3125,0
2020-05-22,19265,1066,148,5,3156,31
2020-05-23,19265,1075,0,9,3230,74
2020-05-24,19828,1084,563,9,3256,26
2020-05-25,20065,1088,237,4,3287,31
2020-05-26,20181,1094,116,6,3290,3
2020-05-27,20406,1105,225,11,3338,48
2020-05-28,20764,1109,358,4,3394,56
2020-05-29,21071,1115,307,6,3413,19
2020-05-30,21349,1117,278,2,3455,42
2020-05-31,21702,1123,353,6,3480,25
2020-06-01,22239,1128,537,5,3501,21
2020-06-02,22516,1134,277,6,3517,16
2020-06-03,22764,1139,248,5,3543,26
2020-06-04,23024,1150,260,11,3578,35
2020-06-05,23483,1155,459,5,3615,37
2020-06-06,23767,1159,284,4,3639,24
2020-06-07,24078,1170,311,11,3652,13
2020-06-08,24378,1180,300,10,3669,17
2020-06-09,24630,1185,252,5,3699,30
2020-06-10,24892,1186,262,1,3747,48
2020-06-11,25176,1198,284,12,3773,26
2020-06-12,25542,1203,366,5,3772,-1
2020-06-13,25825,1207,283,4,3817,45
2020-06-14,26158,1209,333,2,3845,28
2020-06-15,26530,1211,372,2,3856,11
2020-06-16,26787,1219,257,8,3894,38
2020-06-17,27193,1225,406,6,3915,21
2020-06-18,27608,1232,415,7,3938,23
2020-06-19,28225,1239,617,7,3959,21
2020-06-20,28676,1243,451,4,4003,44
2020-06-21,28874,1248,198,5,4030,27
2020-06-22,29394,1253,520,5,4049,19
2020-06-23,29874,1263,480,10,4062,13
2020-06-24,30372,1266,498,3,4067,5
2020-06-25,30866,1270,494,4,4093,26
2020-06-26,31422,1281,556,11,4106,13
2020-06-27,31766,1288,344,7,4194,88
2020-06-28,32267,1292,501,4,4240,46
2020-06-29,32831,1297,564,5,4275,35
2020-06-30,33439,1303,608,6,4323,48
2020-07-01,34152,1309,713,6,4361,38
2020-07-02,34909,1319,757,10,4402,41
2020-07-03,35260,1328,351,9,4442,40
2020-07-04,35902,1335,642,7,4463,21
2020-07-05,36959,1342,1057,7,4473,10
2020-07-06,37393,1351,434,9,4482,9
2020-07-07,37916,1360,523,9,4544,62
2020-07-08,38563,1368,647,8,4582,38
2020-07-09,39202,1384,639,16,4630,48
2020-07-10,39806,1393,604,9,4665,35
2020-07-11,40672,1400,866,7,4662,-3
2020-07-12,41749,1405,1077,5,4662,0
2020-07-13,42295,1414,546,9,4751,89
2020-07-14,43037,1426,742,12,4778,27
2020-07-15,44299,1429,1262,3,4788,10
2020-07-16,45052,1435,753,6,4829,41
2020-07-17,46022,1441,970,6,4944,115
2020-07-18,46956,1448,934,7,4984,40
2020-07-19,47751,1457,795,9,5033,49
2020-07-20,48590,1468,839,11,5063,30
2020-07-21,49250,1480,660,12,5102,39
2020-07-22,49982,1488,732,8,5161,59
2020-07-23,50832,1497,850,9,5211,50
2020-07-24,51870,1510,1038,13,5276,65
2020-07-25,52669,1522,799,12,5301,25
2020-07-26,53339,1537,670,15,5341,40
2020-07-27,54201,1545,862,8,5374,33
2020-07-28,54979,1559,778,14,5397,23
2020-07-29,55751,1575,772,16,5474,77
2020-07-30,56736,1588,985,13,5476,2
2020-07-31,57586,1603,850,15,5568,92
2020-08-01,58216,1619,630,16,5568,0
2020-08-02,58767,1628,551,9,5655,87
2020-08-03,59447,1638,680,10,5692,37
2020-08-04,60132,1656,685,18,5744,52
2020-08-05,60963,1677,831,21,5779,35
2020-08-06,61686,1685,723,8,5840,61
2020-08-07,62583,1702,897,17,5874,34
2020-08-08,63189,1711,606,9,5890,16
2020-08-09,63769,1722,580,11,5896,6
2020-08-10,64260,1733,491,11,6001,105
2020-08-11,64800,1741,540,8,6049,48
2020-08-12,65439,1755,639,14,6102,53
2020-08-13,66254,1765,815,10,6137,35
2020-08-14,66989,1780,735,15,6182,45
2020-08-15,67581,1791,592,11,6206,24
