"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,2018,113,55,16,667,208
2020-04-14,2048,106,30,-7,673,6
2020-04-15,2210,115,162,9,687,14
2020-04-16,2435,129,225,14,807,120
2020-04-17,2522,137,87,8,971,164
2020-04-18,2707,144,185,7,1008,37
2020-04-19,2960,146,253,2,1059,51
2020-04-20,3050,154,90,8,1059,0
2020-04-21,3204,171,154,17,1059,0
2020-04-22,3378,185,174,14,1076,17
2020-04-23,3479,191,101,6,1105,29
2020-04-24,3779,200,300,9,1143,38
2020-04-25,3915,205,136,5,1143,0
2020-04-26,4085,208,170,3,1266,123
2020-04-27,4156,213,71,5,1274,8
2020-04-28,4375,225,219,12,1281,7
2020-04-29,4537,234,162,9,1331,50
2020-04-30,4708,240,171,6,1359,28
2020-05-01,4882,246,174,6,1375,16
2020-05-02,4879,248,-3,2,1411,36
2020-05-03,5130,253,251,5,1411,0
2020-05-04,5245,261,115,8,1519,108
2020-05-05,5822,275,577,14,1529,10
2020-05-06,5934,283,112,8,1603,74
2020-05-07,6129,294,195,11,1616,13
2020-05-08,6288,298,159,4,1684,68
2020-05-09,6440,304,152,6,1696,12
2020-05-10,6440,304,0,0,1757,61
2020-05-11,6677,311,237,7,1757,0
2020-05-12,6853,321,176,10,1767,10
2020-05-13,6853,321,0,0,1825,58
2020-05-14,7225,328,372,7,1835,10
2020-05-15,7444,332,219,4,1887,52
2020-05-16,7688,334,244,2,1896,9
2020-05-17,7688,334,0,0,1896,0
2020-05-18,7935,346,247,12,1896,0
2020-05-19,8069,366,134,20,1980,84
2020-05-20,8167,376,98,10,2010,30
2020-05-21,8286,386,119,10,2016,6
2020-05-22,8426,391,140,5,2041,25
2020-05-23,8571,391,145,0,2076,35
2020-05-24,8571,391,0,0,2131,55
2020-05-25,8571,391,0,0,2131,0
2020-05-26,8951,394,380,3,2131,0
2020-05-27,9077,400,126,6,2136,5
2020-05-28,9185,409,108,9,2142,6
2020-05-29,9464,418,279,9,2180,38
2020-05-30,9704,431,240,13,2266,86
2020-05-31,9704,431,0,0,2272,6
2020-06-01,10046,439,342,8,2274,2
2020-06-02,10185,442,139,3,2307,33
2020-06-03,10410,450,225,8,2317,10
2020-06-04,10705,458,295,8,2332,15
2020-06-05,10977,466,272,8,2345,13
2020-06-06,11287,470,310,4,2361,16
2020-06-07,11287,470,0,0,2361,0
2020-06-08,11476,472,189,2,2368,7
2020-06-09,11707,477,231,5,2386,18
2020-06-10,11883,484,176,7,2396,10
2020-06-11,11945,493,62,9,2406,10
2020-06-12,12166,497,221,4,2406,0
2020-06-13,12445,499,279,2,2433,27
2020-06-14,12445,499,0,0,2433,0
2020-06-15,12647,505,202,6,2433,0
2020-06-16,12647,505,0,0,2436,3
2020-06-17,12995,518,348,13,2455,19
2020-06-18,13197,520,202,2,2482,27
2020-06-19,13454,522,257,2,2494,12
2020-06-20,13630,524,176,2,2522,28
2020-06-21,13750,526,120,2,2522,0
2020-06-22,13839,526,89,0,2532,10
2020-06-23,14141,537,302,11,2556,24
2020-06-24,14363,538,222,1,2574,18
2020-06-25,14617,546,254,8,2584,10
2020-06-26,14859,553,242,7,2589,5
2020-06-27,15167,554,308,1,2589,0
2020-06-28,15232,558,65,4,2590,1
2020-06-29,15347,560,115,2,2602,12
2020-06-30,15624,565,277,5,2621,19
2020-07-01,15842,572,218,7,2635,14
2020-07-02,16079,581,237,9,2662,27
2020-07-03,16376,585,297,4,2685,23
2020-07-04,16376,585,0,0,2685,0
2020-07-05,16376,585,0,0,2685,0
2020-07-06,17152,593,776,8,2699,14
2020-07-07,17519,602,367,9,2708,9
2020-07-08,17919,608,400,6,2737,29
2020-07-09,18245,612,326,4,2747,10
2020-07-10,18672,620,427,8,2763,16
2020-07-11,19121,622,449,2,2779,16
2020-07-12,19389,625,268,3,2779,0
2020-07-13,19653,629,264,4,2791,12
2020-07-14,20223,635,570,6,2802,11
2020-07-15,20677,645,454,10,2823,21
2020-07-16,21083,650,406,5,2842,19
2020-07-17,21605,658,522,8,2864,22
2020-07-18,22184,667,579,9,2875,11
2020-07-19,23161,670,977,3,2875,0
2020-07-20,23414,671,253,1,2882,7
2020-07-21,24060,674,646,3,2900,18
2020-07-22,24540,677,480,3,2914,14
2020-07-23,25147,684,607,7,2921,7
2020-07-24,25932,691,785,7,3248,327
2020-07-25,26764,696,832,5,3266,18
2020-07-26,27082,700,318,4,3266,0
2020-07-27,27586,709,504,9,3276,10
2020-07-28,28111,719,525,10,3279,3
2020-07-29,28727,724,616,5,3281,2
2020-07-30,29386,731,659,7,3304,23
2020-07-31,30151,735,765,4,3314,10
2020-08-01,30723,740,572,5,3782,468
2020-08-02,31185,742,462,2,3782,0
2020-08-03,31508,744,323,2,3815,33
2020-08-04,32197,751,689,7,3851,36
2020-08-05,32741,752,544,1,3903,52
2020-08-06,33254,760,513,8,3924,21
