"date","positive","death","positiveIncrease","deathIncrease","hospitalized","hospitalizedIncrease"
2020-04-13,13381,602,1346,48,1760,106
2020-04-14,13989,671,608,69,1779,19
2020-04-15,14755,868,766,197,1908,129
2020-04-16,15884,971,1129,103,1926,18
2020-04-17,16809,1036,925,65,1946,20
2020-04-18,17550,1086,741,50,1946,0
2020-04-19,17962,1127,412,41,1938,-8
2020-04-20,19815,1331,1853,204,1919,-19
2020-04-21,20360,1423,545,92,1949,30
2020-04-22,22469,1544,2109,121,1972,23
2020-04-23,23100,1639,631,95,1947,-25
2020-04-24,23936,1767,836,128,1877,-70
2020-04-25,24583,1865,647,98,1810,-67
2020-04-26,25269,1924,686,59,1766,-44
2020-04-27,25997,2012,728,88,1758,-8
2020-04-28,26312,2087,315,75,NA,NA
2020-04-29,26767,2169,455,82,NA,NA
2020-04-30,27700,2257,933,88,NA,NA
2020-05-01,28764,2339,1064,82,7758,NA
2020-05-02,29287,2436,523,97,7758,0
2020-05-03,29287,2436,0,0,7758,0
2020-05-04,29973,2556,686,120,7758,0
2020-05-05,30621,2633,648,77,7758,0
2020-05-06,30995,2718,374,85,7758,0
2020-05-07,31784,2797,789,79,9389,1631
2020-05-08,32411,2874,627,77,9389,0
2020-05-09,32984,2932,573,58,9389,0
2020-05-10,33554,2967,570,35,9389,0
2020-05-11,33765,3008,211,41,9389,0
2020-05-12,34333,3041,568,33,9389,0
2020-05-13,34855,3125,522,84,9389,0
2020-05-14,35464,3219,609,94,10946,1557
2020-05-15,36085,3285,621,66,10946,0
2020-05-16,36703,3339,618,54,10946,0
2020-05-17,37419,3408,716,69,10946,0
2020-05-18,38116,3450,697,42,10946,0
2020-05-19,38430,3472,314,22,10946,0
2020-05-20,39017,3529,587,57,10946,0
2020-05-21,39208,3583,191,54,10946,0
2020-05-22,39640,3637,432,54,12538,1592
2020-05-23,40022,3675,382,38,12538,0
2020-05-24,40468,3693,446,18,12538,0
2020-05-25,40873,3742,405,49,12538,0
2020-05-26,41303,3769,430,27,12538,0
2020-05-27,41288,3803,-15,34,12538,0
2020-05-28,41559,3826,271,23,12538,0
2020-05-29,41762,3868,203,42,12538,0
2020-05-30,42022,3912,260,44,12538,0
2020-05-31,42201,3944,179,32,12538,0
2020-06-01,42740,3970,539,26,13793,1255
2020-06-02,42979,3972,239,2,13793,0
2020-06-03,43091,3989,112,17,13793,0
2020-06-04,43239,4007,148,18,9669,-4124
2020-06-05,43460,4038,221,31,9669,0
2020-06-06,43818,4055,358,17,9669,0
2020-06-07,43968,4071,150,16,9669,0
2020-06-08,44092,4084,124,13,9669,0
2020-06-09,44179,4097,87,13,9669,0
2020-06-10,44347,4120,168,23,9669,0
2020-06-11,44461,4146,114,26,9912,243
2020-06-12,44689,4159,228,13,9912,0
2020-06-13,44994,4186,305,27,9912,0
2020-06-14,45088,4201,94,15,9912,0
2020-06-15,45235,4204,147,3,9912,0
2020-06-16,45349,4210,114,6,9912,0
2020-06-17,45429,4219,80,9,9912,0
2020-06-18,45440,4226,11,7,10099,187
2020-06-19,45557,4238,117,12,10099,0
2020-06-20,45715,4251,158,13,10099,0
2020-06-21,45755,4260,40,9,10099,0
2020-06-22,45782,4263,27,3,10099,0
2020-06-23,45899,4277,117,14,10099,0
2020-06-24,45913,4287,14,10,10099,0
2020-06-25,45994,4298,81,11,10268,169
2020-06-26,46059,4307,65,9,10268,0
2020-06-27,46206,4311,147,4,10268,0
2020-06-28,46303,4316,97,5,10268,0
2020-06-29,46362,4320,59,4,10268,0
2020-06-30,46514,4322,152,2,10268,0
2020-07-01,46572,4324,58,2,10268,0
2020-07-02,46646,4326,74,2,10411,143
2020-07-03,46717,4335,71,9,10411,0
2020-07-04,46717,4335,0,0,10411,0
2020-07-05,46717,4335,0,0,10411,0
2020-07-06,46976,4338,259,3,10411,0
2020-07-07,47033,4338,57,0,10411,0
2020-07-08,47108,4343,75,5,10411,0
2020-07-09,47209,4348,101,5,10552,141
2020-07-10,47287,4348,78,0,10552,0
2020-07-11,47287,4348,0,0,10552,0
2020-07-12,47287,4348,0,0,10552,0
2020-07-13,47510,4371,223,23,10552,0
2020-07-14,47530,4372,20,1,10552,0
2020-07-15,47636,4380,106,8,10552,0
2020-07-16,47750,4389,114,9,10654,102
